,polarity of section 1,subjectivity of section 1
2128,0.0,0.0
2129,0.0,0.0
2130,0.4,0.7
2131,0.0,0.0
2132,0.0,0.0
2133,0.0,0.0
2134,0.0,0.3
2135,0.0,0.0
2136,0.0,0.0
2137,0.0,0.0
2138,0.3333333333333333,0.5
2139,0.0,0.0
2140,-0.3,0.6
2141,0.1,1.0
2142,0.0,0.0
2143,0.0,0.0
2144,-0.125,0.2
2145,-0.10833333333333334,0.10833333333333334
2146,0.10499999999999998,0.395
2147,0.43333333333333335,0.8333333333333334
2148,0.0,0.0
2149,0.19999999999999998,0.7333333333333333
2150,0.0,0.0
2151,0.35833333333333334,0.5
2152,0.0,0.0
2153,-0.5,1.0
2154,0.0,0.0
2155,0.0,0.0
2156,0.0,0.0
2157,0.0,0.0
2158,0.0,0.0
2159,0.05,0.1
2160,-0.041666666666666664,0.6833333333333332
2161,0.0,0.0
2162,-0.1,1.0
2163,0.5,0.5
2164,0.0,0.0
2165,0.0,0.0
2166,0.25,0.3333333333333333
2167,-0.1375,0.30000000000000004
2168,0.05416666666666666,0.6333333333333333
2169,0.0,0.0
2170,0.003703703703703703,0.39444444444444443
2171,0.0,0.0
2172,0.7,0.2
2173,0.25,0.25
2174,0.26,0.3
2175,0.0,0.0
2176,0.13636363636363635,0.45454545454545453
2177,0.0,0.0
2178,0.21428571428571427,0.42857142857142855
2179,0.0,0.0
2180,0.0,0.0
2181,0.0,0.0
2182,0.0,0.0
2183,0.0,0.0
2184,0.0,0.0
2185,0.0,0.0
2186,0.0,0.0
2187,0.13636363636363635,0.5
2188,0.0,0.0
2189,0.0,0.0
2190,0.0,0.0
2191,0.23750000000000002,0.625
2192,0.0,0.3333333333333333
2193,-0.10000000000000002,0.43333333333333335
2194,0.31111111111111117,0.611111111111111
2195,0.0,0.0
2196,0.0,0.0
2197,0.0,0.0
2198,0.0,0.0
2199,-0.5,0.9
2200,0.0,0.0
2201,-0.2,0.3
2202,0.6,0.8
2203,0.0,0.0
2204,-0.1875,0.5
2205,-0.2916666666666667,0.5416666666666666
2206,0.08333333333333333,0.4777777777777778
2207,0.0,0.0
2208,0.29375,0.6437499999999999
2209,0.0,0.0
2210,0.43333333333333335,0.8333333333333334
2211,-0.4,0.7
2212,0.25,0.5
2213,0.2,0.2
2214,-0.18055555555555558,0.2638888888888889
2215,0.0,0.0
2216,0.2,0.2
2217,-0.07692307692307693,0.2692307692307692
2218,0.1,0.2
2219,0.0,0.0
2220,-0.05083333333333333,0.4844444444444444
2221,0.44999999999999996,0.55
2222,0.0,0.0
2223,0.0,0.05
2224,0.25,0.5
2225,0.0,0.0
2226,0.0,0.0
2227,0.2,0.6
2228,0.0,0.1
2229,-0.029166666666666664,0.26666666666666666
2230,0.008432539682539673,0.31061507936507937
2231,-0.05,0.2
2232,0.19246031746031744,0.5952380952380952
2233,0.14583333333333334,0.44166666666666665
2234,0.25,0.3333333333333333
2235,-0.05,0.4
2236,0.10000000000000002,0.3833333333333333
2237,0.0,0.6666666666666666
2238,0.0,0.0
2239,0.0,0.0
2240,0.0,0.0
2241,0.0,0.0
2242,-0.025,0.5
2243,-0.09375,0.25
2244,-0.5,1.0
2245,0.8,1.0
2246,0.0,0.0
2247,0.1,0.9
2248,0.13636363636363635,0.5
2249,0.0,0.0
2250,0.25,0.3333333333333333
2251,0.25,0.25
2252,0.06166666666666667,0.3380952380952381
2253,0.8,1.0
2254,0.0,0.0
2255,0.0,1.0
2256,0.0,0.0
2257,0.7,0.2
2258,0.3,0.2
2259,0.0,0.0
2260,0.0,0.0
2261,0.0,0.0
2262,0.15,0.33333333333333337
2263,0.3999999999999999,0.45
2264,0.0031250000000000028,0.23124999999999998
2265,0.0,0.125
2266,0.20000000000000004,0.6333333333333333
2267,0.175,0.7
2268,0.4,1.0
2269,0.4,1.0
2270,0.0,0.0
2271,0.0,0.0
2272,0.06666666666666667,0.10000000000000002
2273,-0.06666666666666667,0.29444444444444445
2274,-0.14416666666666664,0.5533333333333333
2275,-0.3333333333333333,0.6666666666666666
2276,-0.125,0.75
2277,0.0,0.0
2278,-0.1125,0.2375
2279,0.0,0.0
2280,0.2857142857142857,0.5357142857142857
2281,0.37916666666666665,0.6625
2282,0.04962121212121212,0.4515151515151515
2283,0.0,0.0
2284,-0.375,0.75
2285,0.0,0.0
2286,0.0,0.0
2287,0.0,0.5
2288,0.14682539682539683,0.3811507936507937
2289,-0.20185185185185187,0.46296296296296297
2290,-0.09375,0.5
2291,0.0,0.0
2292,-0.14027777777777778,0.3319444444444445
2293,-0.15555555555555559,0.2888888888888889
2294,-0.1875,0.5
2295,-0.45,0.85
2296,0.5,0.5
2297,0.0,1.0
2298,0.4,0.3
2299,0.0,0.0
2300,0.0,0.0
2301,0.5,0.5
2302,0.48750000000000004,0.65
2303,0.0,0.0
2304,0.375,0.5
2305,0.0,0.3333333333333333
2306,0.0,0.0
2307,0.0,0.0
2308,0.0,0.0
2309,0.0,0.0
2310,0.0,0.0
2311,-0.1,0.25
2312,0.0,0.0
2313,-0.125,0.75
2314,0.0,0.0
2315,0.0,0.0
2316,0.0,0.0
2317,0.1,0.8
2318,0.0,0.05
2319,0.26666666666666666,0.2722222222222222
2320,-0.0625,0.16666666666666666
2321,-0.1875,0.5
2322,0.0,0.0
2323,0.0,0.0
2324,0.25,0.3333333333333333
2325,0.0,0.0
2326,0.0,0.0
2327,-0.3,0.4
2328,-0.1,0.35
2329,-0.29999999999999993,0.6
2330,0.0,0.0
2331,0.2,0.2
2332,0.0,0.0
2333,0.0,0.0
2334,-0.7142857142857143,0.8571428571428571
2335,0.1,0.1
2336,-0.4000000000000001,0.6333333333333334
2337,0.19999999999999998,0.6
2338,0.05208333333333334,0.59375
2339,0.0,0.0
2340,0.15,0.525
2341,0.0,0.0
2342,0.0,0.0
2343,0.2,0.2
2344,0.0,0.0
2345,0.0,0.0
2346,-0.125,1.0
2347,-0.10555555555555557,0.5
2348,0.0,0.0
2349,0.2333333333333333,0.5666666666666667
2350,0.0,0.0
2351,0.0,0.0
2352,-0.3,0.6
2353,0.5,0.5
2354,0.0,0.0
2355,0.0,0.0
2356,-0.25,0.4
2357,-0.39,0.78
2358,0.0,0.0
2359,0.0,0.3
2360,0.3333333333333333,0.5
2361,0.0,0.0
2362,0.0,0.0
2363,0.0,0.0
2364,0.0,0.0
2365,0.48333333333333334,0.9
2366,0.2722222222222222,0.44444444444444453
2367,0.0,0.0
2368,-0.6,1.0
2369,0.0,0.0
2370,1.0,1.0
2371,0.0,0.0
2372,0.0,0.0
2373,0.0,0.0
2374,0.2,0.2
2375,-0.9,0.7
2376,-0.09375,0.3
2377,-0.14583333333333334,0.7708333333333333
2378,0.7,0.2
2379,0.025000000000000012,0.29444444444444445
2380,0.0,0.0
2381,0.26666666666666666,0.38333333333333336
2382,0.9,0.875
2383,0.0,0.0
2384,0.0,0.0
2385,0.0,0.0
2386,0.0,0.0
2387,-0.35000000000000003,0.55
2388,-0.3,0.6
2389,0.23750000000000002,0.5666666666666667
2390,0.0,0.0
2391,0.0,0.0
2392,0.0,0.0
2393,0.0,0.0
2394,0.0,0.0
2395,-0.1102777777777778,0.4044444444444445
2396,0.0,0.0
2397,0.0625,0.5625
2398,0.2,0.2
2399,0.5,0.625
2400,0.5,0.625
2401,0.0,0.0
2402,0.0,0.0
2403,0.0,0.0
2404,0.0,0.0
2405,0.25,0.25
2406,-0.5,1.0
2407,0.0,0.0
2408,0.2,0.6
2409,0.0,0.0
2410,0.0,0.0
2411,0.0,0.0
2412,0.0,0.0
2413,0.0,0.0
2414,0.0,0.0
2415,-0.07142857142857142,0.21428571428571427
2416,0.0,0.0
2417,0.12222222222222223,0.6000000000000001
2418,0.0,0.0
2419,0.3333333333333333,0.5
2420,0.020000000000000018,0.5533333333333333
2421,1.0,1.0
2422,0.25,0.25
2423,0.5,0.75
2424,0.25,0.2833333333333333
2425,0.27499999999999997,0.1
2426,0.5,0.85
2427,0.0,0.0
2428,0.0,0.0
2429,0.5,0.625
2430,0.0,0.05
2431,0.0,0.0
2432,0.0,0.0
2433,0.0,0.0
2434,0.13,1.0
2435,0.5,0.5
2436,0.0,0.0
2437,0.0,0.0
2438,0.0,0.0
2439,0.2857142857142857,0.5357142857142857
2440,0.0,0.0
2441,0.0,0.0
2442,0.0,0.0
2443,0.1,0.2
2444,0.0,0.0
2445,0.0,0.0
2446,0.7000000000000001,0.7999999999999999
2447,0.1,0.2
2448,-0.21851851851851853,0.4962962962962963
2449,0.4,0.8
2450,0.08764880952380952,0.3464285714285714
2451,0.0,0.0
2452,0.0,0.0
2453,0.0,0.0
2454,0.1,0.2
2455,0.0,0.0
2456,0.0,0.6333333333333333
2457,-0.022222222222222216,0.2555555555555556
2458,0.16,0.5399999999999999
2459,-0.4,0.7
2460,0.0,0.0
2461,0.2,0.45
2462,0.6,0.6
2463,0.0,0.0
2464,0.0,0.0
2465,0.0,0.0
2466,0.05,0.1
2467,-0.15555555555555559,0.2888888888888889
2468,-0.1,0.4
2469,0.0,0.15
2470,-0.2,0.47500000000000003
2471,0.125,0.47500000000000003
2472,0.0,0.0
2473,0.0,0.0
2474,0.7,0.2
2475,0.0,0.0
2476,0.0,0.0
2477,0.3,0.5
2478,0.15000000000000002,0.575
2479,0.0,0.0
2480,-0.15555555555555559,0.2888888888888889
2481,0.20714285714285713,0.5642857142857143
2482,0.5,0.5
2483,-0.17500000000000002,0.39999999999999997
2484,0.0,0.0
2485,-0.6,1.0
2486,0.0,0.0
2487,0.0,0.0
2488,0.0,0.0
2489,0.0,0.0
2490,0.0,0.0
2491,-0.4,0.6
2492,0.12499999999999999,0.375
2493,-0.4,0.6
2494,0.0,0.0
2495,-0.07777777777777779,0.6444444444444445
2496,0.0,0.0
2497,0.0,0.0
2498,-0.5,1.0
2499,0.0,0.0
2500,0.2,0.2
2501,0.0,0.0
2502,0.0,0.0
2503,-0.5,1.0
2504,-0.15,0.6
2505,-0.5,1.0
2506,0.0,0.0
2507,0.4,0.4
2508,0.0,0.0
2509,0.4,0.7
2510,0.2,0.3
2511,0.0,0.0
2512,0.0,0.0
2513,0.0,0.0
2514,0.05,0.175
2515,0.125,0.16666666666666666
2516,0.0,0.05
